Order_ID,Customer_Name,City,Order_Date,Order_Time,Food_Item,Quantity,Price,Payment_Mode,Customer_Rating,Revenue,Customer_ID,Gender,Age,Restaurant_Name,Food_Category,Delivery_Fee,Discount,Final_Bill,Delivery_Time_Minutes,Order_Status
1059,Divya,Coimbatore,2025-01-06,19:58,Pizza,5,346,Cash,2,1730,1059,Female,49,Pizza Hut,Chinese,24,3,1751,58,Cancelled
1060,Anitha,Thoothukudi,2025-01-17,17:15,Fried Rice,3,348,Cash,4,1044,1060,Male,38,Pizza Hut,South Indian,36,45,1035,57,Pending
1061,Ravi,Tirunelveli,2025-06-28,20:16,Parotta,2,192,Card,2,384,1061,Male,43,KFC,South Indian,31,19,396,31,Delivered
1062,Karthik,Coimbatore,2025-08-18,21:54,Dosa,4,294,UPI,5,1176,1062,Male,53,A2B,North Indian,30,34,1172,54,Delivered
1063,Anitha,Madurai,2025-07-15,21:28,Fried Rice,4,181,UPI,4,724,1063,Female,42,Dominos,Chinese,81,13,792,49,Delivered
1064,Ravi,Madurai,2025-12-21,12:47,Shawarma,2,230,Card,5,460,1064,Female,41,Pizza Hut,Fast Food,74,2,532,43,Delivered
1065,Anitha,Tirunelveli,2025-02-07,12:35,Fried Rice,4,184,Cash,1,736,1065,Female,45,Dominos,North Indian,36,47,725,40,Cancelled
1066,Kumar,Trichy,2025-05-25,10:15,Biryani,4,285,Cash,3,1140,1066,Male,18,Dominos,Fast Food,49,40,1149,39,Delivered
1067,Vijay,Coimbatore,2025-10-26,21:47,Dosa,3,164,Card,5,492,1067,Male,53,A2B,North Indian,33,27,498,44,Pending
1068,Priya,Salem,2025-12-17,20:16,Fried Rice,2,285,Card,2,570,1068,Female,26,KFC,Fast Food,78,41,607,51,Cancelled
1069,Anitha,Chennai,2025-02-01,18:02,Fried Rice,5,146,UPI,2,730,1069,Male,56,Dominos,Fast Food,86,43,773,25,Pending
1070,Arun,Trichy,2025-12-26,20:39,Biryani,3,174,UPI,1,522,1070,Female,32,Hotel Saravana Bhavan,South Indian,91,43,570,57,Delivered
1071,Meena,Tirunelveli,2025-02-10,12:21,Dosa,3,128,Card,2,384,1071,Male,42,A2B,North Indian,90,36,438,29,Cancelled
1072,Ravi,Salem,2025-10-01,21:14,Noodles,5,95,Cash,3,475,1072,Male,47,Dominos,Fast Food,92,38,529,58,Delivered
1073,Priya,Salem,2025-03-20,17:49,Noodles,3,177,Card,5,531,1073,Female,28,Dominos,Chinese,75,4,602,21,Pending
1074,Priya,Thoothukudi,2025-05-02,19:48,Parotta,4,186,Card,4,744,1074,Female,25,Pizza Hut,South Indian,79,4,819,51,Cancelled
1075,Ravi,Chennai,2025-08-10,13:33,Pizza,2,265,UPI,5,530,1075,Female,21,Dominos,North Indian,77,16,591,30,Pending
1076,Meena,Tirunelveli,2025-05-17,16:46,Burger,1,171,UPI,2,171,1076,Female,32,KFC,Fast Food,99,30,240,58,Delivered
1077,Kumar,Tirunelveli,2025-06-22,21:47,Burger,3,325,Card,3,975,1077,Male,36,A2B,Fast Food,51,2,1024,20,Cancelled
1078,Priya,Tirunelveli,2025-05-07,16:20,Shawarma,5,254,Cash,3,1270,1078,Female,42,Hotel Saravana Bhavan,Fast Food,33,22,1281,58,Pending
1079,Divya,Thoothukudi,2025-06-07,15:41,Burger,5,233,Card,2,1165,1079,Male,54,Pizza Hut,North Indian,24,44,1145,52,Delivered
1080,Priya,Chennai,2025-02-10,19:57,Dosa,1,317,Cash,5,317,1080,Male,44,Dominos,North Indian,62,30,349,39,Cancelled
1081,Meena,Thoothukudi,2025-09-20,11:56,Pizza,3,189,Card,5,567,1081,Male,45,Dominos,North Indian,80,11,636,39,Pending
1082,Karthik,Trichy,2025-07-04,12:12,Biryani,2,322,UPI,3,644,1082,Male,29,Dominos,Fast Food,48,9,683,40,Cancelled
1083,Priya,Madurai,2025-07-04,11:31,Pizza,2,143,UPI,1,286,1083,Female,19,KFC,North Indian,61,30,317,29,Delivered
1084,Suresh,Tirunelveli,2025-12-24,21:12,Burger,2,104,UPI,1,208,1084,Male,26,A2B,Fast Food,61,43,226,42,Pending
1085,Anitha,Thoothukudi,2025-09-15,11:03,Shawarma,3,106,Cash,1,318,1085,Male,54,Dominos,Chinese,36,29,325,35,Cancelled
1086,Meena,Madurai,2025-02-24,18:26,Fried Rice,3,193,UPI,4,579,1086,Male,56,A2B,South Indian,25,34,570,40,Cancelled
1087,Suresh,Trichy,2025-03-19,12:52,Noodles,2,85,Card,4,170,1087,Male,19,Hotel Saravana Bhavan,South Indian,42,1,211,19,Delivered
1088,Kumar,Salem,2025-10-24,17:49,Burger,5,306,Card,3,1530,1088,Male,37,Hotel Saravana Bhavan,Chinese,67,45,1552,38,Delivered
1089,Ravi,Madurai,2025-03-25,21:03,Burger,4,160,Cash,4,640,1089,Female,26,Dominos,South Indian,69,0,709,18,Cancelled
1090,Divya,Coimbatore,2025-12-21,20:51,Biryani,5,114,Card,1,570,1090,Male,28,Pizza Hut,Chinese,97,3,664,24,Cancelled
1091,Priya,Trichy,2025-04-26,18:16,Parotta,3,177,Cash,3,531,1091,Female,29,KFC,South Indian,25,3,553,36,Delivered
1092,Arun,Tirunelveli,2025-09-09,10:27,Burger,4,139,UPI,1,556,1092,Female,42,Hotel Saravana Bhavan,South Indian,93,48,601,43,Delivered
1093,Arun,Salem,2025-10-11,19:47,Fried Rice,5,115,UPI,3,575,1093,Female,20,Dominos,Fast Food,52,2,625,51,Pending
1094,Kumar,Madurai,2025-04-17,13:41,Fried Rice,3,98,Card,1,294,1094,Female,33,Hotel Saravana Bhavan,Fast Food,58,47,305,30,Cancelled
1095,Arun,Chennai,2025-02-15,17:13,Burger,2,169,Card,5,338,1095,Male,19,KFC,North Indian,41,12,367,44,Pending
1096,Ravi,Madurai,2025-11-03,19:10,Burger,3,166,Cash,2,498,1096,Male,23,A2B,Fast Food,43,27,514,15,Pending
1097,Suresh,Tirunelveli,2025-12-16,16:51,Parotta,2,347,UPI,3,694,1097,Male,22,Hotel Saravana Bhavan,Chinese,82,20,756,15,Cancelled
1098,Priya,Tirunelveli,2025-02-22,15:06,Biryani,1,210,Cash,5,210,1098,Male,35,Dominos,North Indian,85,6,289,39,Cancelled
1099,Suresh,Chennai,2025-12-11,19:53,Dosa,1,107,UPI,1,107,1099,Female,41,Pizza Hut,Fast Food,56,27,136,44,Cancelled
1100,Suresh,Tirunelveli,2025-04-11,18:59,Shawarma,2,257,Cash,2,514,1100,Male,56,A2B,Chinese,21,21,514,58,Cancelled
1101,Priya,Trichy,2025-06-18,21:00,Burger,5,261,Cash,4,1305,1101,Male,55,Dominos,North Indian,40,20,1325,52,Pending
1102,Divya,Thoothukudi,2025-06-11,10:39,Parotta,5,103,Card,5,515,1102,Female,31,KFC,Chinese,91,19,587,56,Delivered
1103,Ravi,Tirunelveli,2025-08-26,14:11,Parotta,2,135,Cash,3,270,1103,Female,39,KFC,North Indian,64,13,321,56,Delivered
1104,Divya,Thoothukudi,2025-03-14,15:00,Dosa,4,311,UPI,3,1244,1104,Male,24,KFC,South Indian,51,35,1260,35,Pending
1105,Arun,Chennai,2025-01-13,16:35,Burger,1,194,Card,3,194,1105,Male,44,Hotel Saravana Bhavan,Fast Food,82,37,239,24,Pending
1106,Arun,Tirunelveli,2025-09-21,11:17,Dosa,3,244,Cash,1,732,1106,Female,24,A2B,North Indian,31,12,751,56,Cancelled
1107,Vijay,Madurai,2025-09-26,22:28,Pizza,1,187,Cash,5,187,1107,Male,26,KFC,Fast Food,66,29,224,22,Cancelled
1108,Anitha,Chennai,2025-01-16,15:36,Pizza,4,287,Card,2,1148,1108,Male,29,Pizza Hut,Fast Food,22,0,1170,39,Pending
1109,Anitha,Madurai,2025-08-12,22:48,Parotta,5,190,Cash,5,950,1109,Male,46,KFC,North Indian,93,43,1000,38,Cancelled
1110,Suresh,Tirunelveli,2025-03-02,22:53,Dosa,3,230,Cash,2,690,1110,Male,57,Hotel Saravana Bhavan,South Indian,96,5,781,21,Delivered
1111,Ravi,Madurai,2025-09-28,11:43,Parotta,4,152,Card,1,608,1111,Male,56,Pizza Hut,Fast Food,69,20,657,51,Cancelled
1112,Suresh,Salem,2025-08-18,16:22,Noodles,5,218,UPI,1,1090,1112,Male,42,Dominos,Chinese,65,1,1154,35,Pending
1113,Divya,Salem,2025-03-21,22:20,Noodles,2,209,Cash,3,418,1113,Male,37,Hotel Saravana Bhavan,North Indian,37,5,450,25,Cancelled
1114,Vijay,Tirunelveli,2025-12-04,11:00,Shawarma,5,268,UPI,2,1340,1114,Male,31,KFC,Fast Food,80,48,1372,30,Cancelled
1115,Arun,Thoothukudi,2025-04-14,11:45,Noodles,5,221,Card,1,1105,1115,Male,36,Hotel Saravana Bhavan,Chinese,24,14,1115,57,Delivered
1116,Suresh,Tirunelveli,2025-07-04,21:09,Parotta,3,343,UPI,1,1029,1116,Female,21,Dominos,Fast Food,36,41,1024,23,Delivered
1117,Priya,Chennai,2025-03-25,13:43,Burger,2,114,UPI,1,228,1117,Female,54,Dominos,North Indian,60,29,259,32,Delivered
1118,Vijay,Chennai,2025-11-13,20:50,Noodles,4,289,UPI,4,1156,1118,Male,53,KFC,South Indian,34,29,1161,45,Pending
1119,Karthik,Madurai,2025-12-06,22:22,Fried Rice,1,287,UPI,2,287,1119,Male,55,Hotel Saravana Bhavan,South Indian,42,48,281,29,Delivered
1120,Anitha,Coimbatore,2025-10-02,14:27,Noodles,3,246,Cash,5,738,1120,Female,42,Dominos,Chinese,74,19,793,24,Cancelled
1121,Vijay,Chennai,2025-07-10,21:28,Dosa,3,86,Cash,1,258,1121,Female,52,KFC,Fast Food,80,17,321,34,Cancelled
1122,Ravi,Coimbatore,2025-08-26,18:33,Parotta,3,103,Cash,4,309,1122,Male,49,Hotel Saravana Bhavan,Fast Food,66,20,355,34,Cancelled
1123,Arun,Madurai,2025-10-02,11:40,Noodles,1,176,Card,5,176,1123,Male,38,Hotel Saravana Bhavan,South Indian,75,34,217,20,Cancelled
1124,Suresh,Madurai,2025-10-03,15:59,Pizza,3,235,UPI,5,705,1124,Male,21,Dominos,Chinese,26,2,729,31,Delivered
1125,Divya,Salem,2025-12-19,13:33,Shawarma,2,317,Cash,2,634,1125,Female,34,KFC,North Indian,94,33,695,22,Cancelled
1126,Vijay,Tirunelveli,2025-06-21,16:43,Parotta,1,316,Cash,2,316,1126,Female,39,Dominos,Fast Food,95,38,373,21,Cancelled
1127,Anitha,Chennai,2025-09-14,17:16,Shawarma,5,282,Cash,4,1410,1127,Male,19,A2B,South Indian,23,36,1397,21,Pending
1128,Ravi,Tirunelveli,2025-11-13,17:36,Pizza,3,253,Cash,5,759,1128,Female,25,Pizza Hut,North Indian,22,35,746,19,Delivered
1129,Meena,Salem,2025-06-15,10:30,Dosa,1,111,Card,2,111,1129,Male,24,Pizza Hut,Fast Food,55,0,166,56,Pending
1130,Ravi,Coimbatore,2025-12-10,19:42,Burger,1,166,Cash,3,166,1130,Male,36,A2B,Fast Food,80,46,200,30,Delivered
1131,Meena,Thoothukudi,2025-11-03,12:03,Biryani,2,132,Card,2,264,1131,Female,57,KFC,South Indian,32,6,290,20,Cancelled
1132,Suresh,Salem,2025-01-06,14:53,Parotta,2,210,Card,5,420,1132,Male,51,A2B,Fast Food,50,33,437,24,Pending
1133,Meena,Madurai,2025-11-23,19:46,Burger,3,90,Card,3,270,1133,Male,36,Pizza Hut,Chinese,44,47,267,18,Pending
1134,Arun,Trichy,2025-11-26,22:05,Pizza,2,265,Cash,1,530,1134,Male,21,Pizza Hut,Fast Food,57,8,579,44,Delivered
1135,Vijay,Madurai,2025-05-09,22:09,Dosa,4,291,UPI,1,1164,1135,Female,46,KFC,South Indian,35,18,1181,33,Cancelled
1136,Kumar,Thoothukudi,2025-08-20,18:13,Burger,3,234,Cash,1,702,1136,Male,51,Hotel Saravana Bhavan,South Indian,49,0,751,21,Delivered
1137,Suresh,Chennai,2025-01-02,21:19,Pizza,2,265,Card,5,530,1137,Male,22,KFC,Fast Food,43,20,553,56,Pending
1138,Arun,Madurai,2025-05-20,14:53,Shawarma,1,159,Card,1,159,1138,Male,41,Pizza Hut,North Indian,74,1,232,39,Pending
1139,Ravi,Thoothukudi,2025-10-18,21:38,Shawarma,1,270,Card,2,270,1139,Female,50,Dominos,South Indian,90,18,342,39,Cancelled
1140,Meena,Madurai,2025-03-27,11:51,Shawarma,5,155,Cash,3,775,1140,Female,24,Dominos,Fast Food,65,18,822,31,Cancelled
1141,Kumar,Chennai,2025-01-08,20:53,Burger,2,81,Cash,1,162,1141,Female,34,A2B,North Indian,66,4,224,53,Delivered
1142,Arun,Chennai,2025-12-03,15:38,Fried Rice,3,145,UPI,1,435,1142,Male,31,Hotel Saravana Bhavan,Chinese,86,24,497,39,Pending
1143,Ravi,Tirunelveli,2025-12-18,16:44,Biryani,1,340,Card,4,340,1143,Female,47,Pizza Hut,South Indian,74,49,365,30,Pending
1144,Kumar,Thoothukudi,2025-08-27,11:44,Noodles,2,134,UPI,3,268,1144,Male,24,KFC,North Indian,56,8,316,55,Delivered
1145,Ravi,Coimbatore,2025-07-15,20:01,Noodles,4,81,Card,2,324,1145,Male,51,Dominos,North Indian,82,26,380,19,Pending
1146,Vijay,Madurai,2025-07-21,13:36,Shawarma,2,212,UPI,5,424,1146,Male,54,Hotel Saravana Bhavan,Fast Food,64,43,445,57,Pending
1147,Vijay,Trichy,2025-07-21,10:36,Pizza,4,223,UPI,4,892,1147,Female,40,Hotel Saravana Bhavan,Fast Food,20,47,865,59,Delivered
1148,Meena,Salem,2025-12-16,10:57,Shawarma,4,243,UPI,1,972,1148,Female,36,Dominos,Chinese,23,27,968,47,Delivered
1149,Priya,Coimbatore,2025-04-19,15:39,Pizza,3,300,Card,4,900,1149,Male,21,Hotel Saravana Bhavan,South Indian,34,30,904,34,Cancelled
1150,Kumar,Thoothukudi,2025-06-27,19:02,Burger,3,228,Card,5,684,1150,Female,54,A2B,Chinese,60,3,741,53,Pending
1151,Karthik,Salem,2025-08-06,22:08,Biryani,1,247,Card,1,247,1151,Male,54,Hotel Saravana Bhavan,Chinese,94,27,314,57,Pending
1152,Anitha,Chennai,2025-08-05,21:52,Parotta,2,321,Cash,4,642,1152,Female,35,Dominos,Fast Food,70,2,710,38,Delivered
1153,Divya,Madurai,2025-01-20,21:18,Parotta,5,344,Card,4,1720,1153,Male,33,Dominos,Chinese,25,32,1713,42,Delivered
1154,Karthik,Madurai,2025-11-03,22:19,Noodles,3,231,UPI,3,693,1154,Male,32,Pizza Hut,Chinese,48,30,711,35,Pending
1155,Divya,Chennai,2025-03-28,11:32,Burger,2,122,UPI,4,244,1155,Male,42,A2B,North Indian,55,13,286,25,Pending
1156,Priya,Coimbatore,2025-02-28,20:58,Fried Rice,5,188,UPI,1,940,1156,Female,34,Hotel Saravana Bhavan,South Indian,60,14,986,25,Delivered
1157,Anitha,Salem,2025-02-19,18:02,Dosa,2,136,Cash,1,272,1157,Male,52,Hotel Saravana Bhavan,South Indian,79,10,341,28,Delivered
1158,Divya,Madurai,2025-04-21,20:19,Shawarma,2,97,UPI,3,194,1158,Male,53,KFC,North Indian,25,4,215,51,Cancelled
1159,Karthik,Chennai,2025-02-16,19:31,Shawarma,3,207,UPI,3,621,1159,Male,55,KFC,Fast Food,66,24,663,50,Delivered
1160,Priya,Trichy,2025-03-14,13:35,Burger,1,160,Cash,5,160,1160,Female,20,Pizza Hut,North Indian,55,22,193,24,Cancelled
1161,Suresh,Chennai,2025-02-16,18:51,Pizza,1,177,UPI,5,177,1161,Female,53,Pizza Hut,South Indian,60,7,230,51,Pending
1162,Arun,Trichy,2025-06-13,10:13,Parotta,1,314,UPI,3,314,1162,Female,43,Hotel Saravana Bhavan,South Indian,59,24,349,58,Delivered
1163,Suresh,Tirunelveli,2025-12-05,14:13,Biryani,3,155,Card,2,465,1163,Male,27,Hotel Saravana Bhavan,Fast Food,83,15,533,49,Delivered
1164,Anitha,Chennai,2025-03-02,12:58,Parotta,5,92,UPI,2,460,1164,Female,50,Pizza Hut,South Indian,37,10,487,45,Cancelled
1165,Kumar,Coimbatore,2025-10-02,17:39,Fried Rice,4,219,UPI,2,876,1165,Male,28,A2B,Chinese,43,32,887,44,Delivered
1166,Priya,Chennai,2025-08-15,11:56,Fried Rice,1,251,Cash,5,251,1166,Male,43,Pizza Hut,Chinese,92,32,311,25,Delivered
1167,Priya,Madurai,2025-05-13,16:16,Biryani,4,295,Cash,3,1180,1167,Female,52,Dominos,Chinese,40,37,1183,22,Delivered
1168,Suresh,Coimbatore,2025-07-25,19:46,Biryani,2,208,Card,4,416,1168,Female,36,Dominos,Fast Food,20,1,435,39,Delivered
1169,Arun,Coimbatore,2025-12-01,12:06,Burger,1,143,Card,3,143,1169,Female,59,Pizza Hut,Fast Food,28,10,161,20,Delivered
1170,Priya,Thoothukudi,2025-01-17,15:27,Parotta,4,278,Cash,4,1112,1170,Female,45,Pizza Hut,North Indian,20,24,1108,53,Cancelled
1171,Kumar,Tirunelveli,2025-08-26,14:53,Pizza,5,141,Cash,3,705,1171,Female,36,KFC,Chinese,41,6,740,24,Pending
1172,Kumar,Madurai,2025-02-14,21:24,Dosa,4,289,Card,1,1156,1172,Female,42,A2B,Fast Food,56,25,1187,52,Pending
1173,Divya,Coimbatore,2025-05-22,18:25,Shawarma,2,198,UPI,1,396,1173,Male,41,KFC,Chinese,90,16,470,24,Pending
1174,Kumar,Madurai,2025-02-20,22:24,Biryani,5,200,UPI,3,1000,1174,Female,45,A2B,North Indian,29,14,1015,31,Cancelled
1175,Priya,Thoothukudi,2025-02-23,17:28,Pizza,1,332,Cash,5,332,1175,Female,28,Dominos,Fast Food,63,44,351,19,Delivered
1176,Ravi,Madurai,2025-02-13,18:00,Dosa,5,155,Card,3,775,1176,Female,46,Dominos,Chinese,66,11,830,40,Cancelled
1177,Meena,Madurai,2025-10-07,18:00,Pizza,1,243,UPI,4,243,1177,Female,45,KFC,Fast Food,47,7,283,53,Delivered
1178,Arun,Thoothukudi,2025-05-17,15:52,Burger,5,99,Card,3,495,1178,Male,30,Pizza Hut,Fast Food,96,33,558,49,Cancelled
1179,Arun,Madurai,2025-09-17,10:37,Biryani,2,269,UPI,2,538,1179,Male,20,Dominos,North Indian,95,32,601,52,Pending
1180,Suresh,Thoothukudi,2025-02-11,11:34,Dosa,5,94,UPI,2,470,1180,Male,19,KFC,South Indian,57,14,513,24,Pending
1181,Meena,Chennai,2025-01-20,14:28,Pizza,1,350,Cash,3,350,1181,Female,51,Dominos,South Indian,94,19,425,57,Cancelled
1182,Meena,Trichy,2025-01-22,22:47,Dosa,4,164,Cash,3,656,1182,Male,56,KFC,Chinese,96,1,751,21,Delivered
